state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
Indiana,Velika katastrofa,2011-06-23,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And",0,0,1,1,2011-04-19,2011-06-06,Clay County (Indiana),Clay (County),11129,1204,15
Minnesota,Velika katastrofa,1969-04-18,Flood,Flooding,0,1,1,0,1969-04-18,1969-04-18,Swift County,Swift (County),69018,4209,6
Virginia,Velika katastrofa,1977-04-07,Flood,Severe Storms & Flooding,0,1,1,0,1977-04-07,1977-04-07,Grayson County (Virginia),Grayson (County),77066,4632,14
Pennsylvania,Velika katastrofa,1973-07-17,Flood,Severe Storms & Flooding,0,1,1,0,1973-07-17,1973-07-17,Lancaster County (Pennsylvania),Lancaster (County),73067,3743,23
West Virginia,Velika katastrofa,2012-07-23,Severe Storm,Severe Storms And Straight-Line Winds,1,0,1,1,2012-06-29,2012-07-08,Monroe County (West Virginia),Monroe (County),12054,993,1
Wisconsin,Velika katastrofa,1990-07-13,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1990-06-22,1990-07-19,Crawford County (Wisconsin),Crawford (County),90033,2446,16
Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Tyler County (Texas),Tyler (County),21009,4374,13
Michigan,Velika katastrofa,1972-12-01,Flood,Severe Storms & Flooding,0,1,1,0,1972-12-01,1972-12-01,Wayne County (Michigan),Wayne (County),72063,1319,1
Arkansas,Velika katastrofa,2002-01-24,Severe Storm,Severe Storms And Flooding,0,0,1,1,2001-12-15,2002-01-30,Clay County (Arkansas),Clay (County),2003,1756,1
Nebraska,Velika katastrofa,2006-01-26,Severe Storm,Severe Winter Storm,0,0,1,1,2005-11-27,2005-11-28,Logan County (Nebraska),Logan (County),5165,8411,14
Texas,Upravljanje hitnim situacijama,2008-08-29,Hurricane,Hurricane Gustav,0,0,1,0,2008-08-27,2008-09-07,Bowie County,Bowie (County),8133,7460,11
Texas,Velika katastrofa,2002-09-26,Coastal Storm,Tropical Storm Fay,0,1,0,0,2002-09-06,2002-09-30,Webb County,Webb (County),2130,6266,1
Texas,Velika katastrofa,1997-07-07,Flood,Severe Storms And Flooding,0,1,0,0,1997-06-21,1997-07-15,Goliad County,Goliad (County),97063,7111,3
North Carolina,Velika katastrofa,1999-09-16,Hurricane,Hurricane Floyd Major Disaster Declarations,0,1,1,1,1999-09-15,1999-11-02,Vance County,Vance (County),99089,7856,3
Puerto Rico,Upravljanje hitnim situacijama,2020-01-07,Earthquake,Earthquakes,0,0,1,0,2019-12-28,2020-02-04,Guaynabo Municipio,Guaynabo (Municipio),20001,694,5
Kentucky,Velika katastrofa,2004-06-10,Severe Storm,"Severe Storms, Tornadoes, Flooding, And Mudslides",1,1,0,1,2004-05-26,2004-06-18,Fayette County (Kentucky),Fayette (County),4040,6709,4
Kentucky,Velika katastrofa,2011-05-04,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2011-04-12,2011-05-20,Martin County (Kentucky),Martin (County),11084,9191,15
Missouri,Velika katastrofa,2002-05-06,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,1,0,2002-04-24,2002-06-10,Wright County (Missouri),Wright (County),2033,7872,17
Mississippi,Velika katastrofa,1971-02-22,Tornado,Storms & Tornadoes,0,1,1,0,1971-02-22,1971-02-22,Yalobusha County,Yalobusha (County),71024,6315,12
South Dakota,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Lyman County,Lyman (County),76055,2302,16
New York,Velika katastrofa,2012-10-30,Hurricane,Hurricane Sandy,1,0,1,1,2012-10-27,2012-11-08,Sullivan County (New York),Sullivan (County),12114,6332,9
Alabama,Upravljanje hitnim situacijama,2020-09-14,Hurricane,Hurricane Sally,0,0,1,0,2020-09-14,2020-09-16,Coosa County,Coosa (County),20291,8892,12
West Virginia,Upravljanje hitnim situacijama,2012-10-29,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-29,2012-11-08,Ritchie County,Ritchie (County),12110,6260,18
Texas,Upravljanje hitnim situacijama,1999-09-01,Fire,Extreme Fire Hazards,0,0,1,0,1999-08-01,1999-12-10,Austin County,Austin (County),99077,3290,1
Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Wilbarger County,Wilbarger (County),8035,3304,20
Virginia,Upravljanje hitnim situacijama,1999-09-16,Hurricane,Hurricane Floyd Emergency Declarations,0,0,1,0,1999-09-13,1999-09-26,Hampton city,Hampton,99090,7809,2
Nebraska,Velika katastrofa,2021-09-06,Severe Storm,Severe Storms And Straight-Line Winds,0,0,1,1,2021-07-09,2021-07-10,Hall County (Nebraska),Hall (County),21077,1468,13
Ohio,Velika katastrofa,2005-02-15,Severe Storm,"Severe Winter Storms, Flooding, And Mudslides",1,1,1,1,2004-12-22,2005-02-01,Washington County (Ohio),Washington (County),5018,3625,2
New York,Upravljanje hitnim situacijama,1993-03-17,Snowstorm,Severe Blizzard,0,0,1,0,1993-03-13,1993-03-17,Tioga County (New York),Tioga (County),93020,9360,19
Nebraska,Velika katastrofa,1967-07-18,Flood,Severe Storms & Flooding,0,1,1,0,1967-07-18,1967-07-18,Frontier County,Frontier (County),67022,1087,12
Nebraska,Velika katastrofa,2008-06-20,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2008-05-22,2008-06-24,Loup County,Loup (County),8092,4845,20
West Virginia,Velika katastrofa,2003-11-21,Severe Storm,"Severe Storms, Flooding, And Landslides",1,1,1,1,2003-11-11,2003-11-30,Webster County (West Virginia),Webster (County),3135,6082,10
Texas,Velika katastrofa,2017-08-25,Hurricane,Hurricane Harvey,0,0,1,1,2017-08-23,2017-09-15,Guadalupe County (Texas),Guadalupe (County),17083,7851,16
Virginia,Velika katastrofa,2004-10-18,Severe Storm,Severe Storms And Flooding From The Remanants Of Hurricane Jeanne,1,1,0,1,2004-09-27,2004-09-30,Giles County (Virginia),Giles (County),4130,6411,6
Texas,Velika katastrofa,2016-03-19,Flood,"Severe Storms, Tornadoes, And Flooding",1,0,1,1,2016-03-07,2016-03-29,Gregg County,Gregg (County),16031,4572,8
Louisiana,Upravljanje hitnim situacijama,2003-02-01,Other,Loss Of Space Shuttle Columbia,0,0,1,0,2003-02-01,2003-02-01,St. Bernard Parish,St. Bernard (Parish),3008,5263,12
California,Velika katastrofa,2023-01-14,Flood,"Severe Winter Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2022-12-27,2023-01-31,Madera County,Madera (County),23004,3881,1
Georgia,Velika katastrofa,2004-09-24,Hurricane,Tropical Storm Frances,0,0,1,1,2004-09-03,2004-10-30,Echols County,Echols (County),4118,9759,16
Kentucky,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96,0,0,1,0,1996-01-05,1996-01-12,Boone County (Kentucky),Boone (County),96021,9618,15
Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Mitchell County (Texas),Mitchell (County),5137,4936,12
Oklahoma,Upravljanje hitnim situacijama,2010-01-30,Severe Storm,Severe Winter Storm,0,0,1,0,2010-01-28,2010-01-30,Washita County,Washita (County),10005,8074,15
Kansas,Velika katastrofa,2007-01-07,Severe Storm,Severe Winter Storm,0,0,1,1,2006-12-28,2006-12-31,Gray County (Kansas),Gray (County),7782,1998,19
Alabama,Velika katastrofa,2005-07-10,Hurricane,Hurricane Dennis,0,0,1,1,2005-07-10,2005-07-16,Marengo County,Marengo (County),5053,3811,16
New York,Velika katastrofa,1965-08-18,Drought,Water Shortage,0,1,1,0,1965-08-18,1965-08-18,Richmond County (New York),Richmond (County),65030,2455,22
Maine,Velika katastrofa,2009-07-30,Severe Storm,"Severe Storms, Flooding, And Landslides",0,0,1,1,2009-06-18,2009-07-08,Somerset County (Maine),Somerset (County),9086,2934,23
Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Cameron County (Texas),Cameron (County),8035,4108,2
Puerto Rico,Velika katastrofa,1975-09-19,Flood,Tropical Storm Elioise,0,1,1,0,1975-09-19,1975-09-19,Las Piedras Municipio,Las Piedras (Municipio),76016,7073,18
Indiana,Velika katastrofa,2014-04-22,Severe Storm,Severe Winter Storm And Snowstorm,0,0,1,1,2014-01-05,2014-01-09,Putnam County (Indiana),Putnam (County),14016,1974,3
Florida,Velika katastrofa,2005-07-10,Hurricane,Hurricane Dennis,0,0,1,1,2005-07-07,2005-07-20,Monroe County (Florida),Monroe (County),5055,8568,1
Colorado,Upravljanje hitnim situacijama,2005-09-05,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Dolores County,Dolores (County),5095,9460,5
Iowa,Velika katastrofa,2022-02-23,Severe Storm,"Severe Storms, Straight-Line Winds, And Tornadoes",0,0,1,1,2021-12-15,2021-12-15,Pocahontas County (Iowa),Pocahontas (County),22009,9342,2
Texas,Upravljanje požarom,2009-04-03,Fire,Lagarto Fire,0,0,1,0,2009-04-02,2009-04-05,Live Oak County,Live Oak (County),9036,5098,1
Washington,Velika katastrofa,2009-01-30,Flood,"Severe Winter Storm, Landslides, Mudslides, And Flooding",1,0,1,1,2009-01-06,2009-01-16,Grays Harbor County,Grays Harbor (County),9007,1330,8
Mississippi,Velika katastrofa,2019-04-23,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2019-02-22,2019-08-23,Lafayette County (Mississippi),Lafayette (County),19011,7598,11
Minnesota,Velika katastrofa,1997-04-08,Flood,"Severe Flooding, High Winds,Severe Storms",0,1,1,0,1997-03-21,1997-05-24,Red Lake County,Red Lake (County),97051,2753,14
Texas,Velika katastrofa,2008-09-13,Hurricane,Hurricane Ike,1,1,1,1,2008-09-07,2008-10-02,Polk County (Texas),Polk (County),8147,8815,7
Louisiana,Upravljanje hitnim situacijama,2020-08-23,Hurricane,Tropical Storms Laura  And Marco,0,0,1,0,2020-08-22,2020-08-27,Union Parish,Union (Parish),20242,8968,5
North Dakota,Velika katastrofa,2020-07-09,Flood,Flooding,0,0,1,1,2020-04-01,2020-04-25,Walsh County,Walsh (County),20188,2589,17
Washington,Velika katastrofa,1989-04-14,Flood,"Heavy Rains, Flooding & Mudslides",0,0,1,0,1989-03-08,1989-03-17,Douglas County (Washington),Douglas (County),89005,6977,5
Idaho,Velika katastrofa,1964-12-31,Flood,Heavy Rains & Flooding,0,1,1,0,1964-12-31,1964-12-31,Lincoln County (Idaho),Lincoln (County),64033,690,16
Iowa,Velika katastrofa,1991-12-26,Severe Ice Storm,Ice Storm,0,0,1,0,1991-10-31,1991-11-29,Page County (Iowa),Page (County),91061,7273,4
Indiana,Velika katastrofa,2002-09-25,Severe Storm,Severe Storms And Tornadoes,0,1,0,1,2002-09-20,2002-09-20,Lawrence County (Indiana),Lawrence (County),2133,9625,9
Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Bath County (Virginia),Bath (County),96018,1045,2
Missouri,Velika katastrofa,2011-03-23,Severe Storm,Severe Winter Storm And Snowstorm,0,0,1,1,2011-01-31,2011-02-05,Ralls County,Ralls (County),11026,8801,18
Illinois,Upravljanje hitnim situacijama,2006-12-29,Snowstorm,Snow,0,0,1,0,2006-11-30,2006-12-01,Boone County (Illinois),Boone (County),6174,3480,14
Pennsylvania,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-29,2005-10-01,Huntingdon County,Huntingdon (County),5101,7043,23
California,Velika katastrofa,2019-05-17,Severe Storm,"Severe Winter Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2019-02-24,2019-03-01,Butte County (California),Butte (County),19023,7454,17
Texas,Upravljanje požarom,1996-03-19,Fire,Godley Road Fire,0,0,1,0,1996-03-19,1996-03-19,Texas,Statewide,96085,4805,22
Nebraska,Velika katastrofa,2010-07-15,Severe Storm,Severe Storms And Flooding,0,0,1,1,2010-06-01,2010-08-29,McPherson County (Nebraska),McPherson (County),10075,1500,2
North Dakota,Velika katastrofa,1970-06-05,Flood,Severe Storms & Flooding,0,1,1,0,1970-06-05,1970-06-05,Hettinger County,Hettinger (County),70014,4800,11
North Dakota,Velika katastrofa,1966-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1966-07-09,1966-07-09,Stark County (North Dakota),Stark (County),66018,6998,10
Minnesota,Velika katastrofa,2011-05-10,Flood,Severe Storms And Flooding,0,0,1,1,2011-03-16,2011-05-25,Sibley County,Sibley (County),11072,7319,10
Iowa,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Kossuth County,Kossuth (County),5114,1322,14
Florida,Velika katastrofa,2018-10-11,Hurricane,Hurricane Michael,0,0,1,1,2018-10-07,2018-10-19,Jefferson County (Florida),Jefferson (County),18115,3671,17
Oregon,Velika katastrofa,2007-02-22,Severe Storm,Severe Winter Storm And Flooding,0,0,1,1,2006-12-14,2006-12-15,Polk County (Oregon),Polk (County),7794,6225,3
Puerto Rico,Upravljanje hitnim situacijama,2019-08-27,Severe Storm,Tropical Storm Dorian,0,0,1,0,2019-08-26,2019-09-06,Vega Alta Municipio,Vega Alta (Municipio),19067,1770,17
Kansas,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-09-01,2005-10-01,Sumner County (Kansas),Sumner (County),5110,8019,3
Arkansas,Velika katastrofa,2009-02-06,Severe Storm,Severe Winter Storm,0,0,1,1,2009-01-26,2009-01-30,Jackson County (Arkansas),Jackson (County),9014,6463,14
Amarican Samoa,Velika katastrofa,1981-03-24,Typhoon,Typhoon Esau,0,1,1,0,1981-03-24,1981-03-24,Swains Island,Swains Island (Island) (County-equivalent),81020,593,3
Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Hardeman County (Texas),Hardeman (County),8035,9482,23
Georgia,Upravljanje hitnim situacijama,2017-09-08,Hurricane,Hurricane Irma,0,0,1,0,2017-09-07,2017-09-20,Cook County (Georgia),Cook (County),17100,7326,10
Oregon,Velika katastrofa,2021-05-04,Severe Storm,Severe Winter Storm,0,0,1,1,2021-02-11,2021-02-15,Polk County (Oregon),Polk (County),21027,4517,16
Ohio,Velika katastrofa,2003-08-01,Tornado,"Tornadoes, Flooding, Severe Storms, And High Winds",1,1,1,1,2003-07-21,2003-08-25,Jefferson County (Ohio),Jefferson (County),3082,2817,23
Puerto Rico,Upravljanje hitnim situacijama,2017-09-18,Hurricane,Hurricane Maria,0,0,1,0,2017-09-17,2017-11-15,Juana Diaz Municipio,Juana Diaz (Municipio),17115,2054,9
Georgia,Velika katastrofa,2000-01-28,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-22,2000-02-01,Newton County (Georgia),Newton (County),10,6926,7
Oklahoma,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Tulsa County,Tulsa (County),5091,3299,4
Missouri,Velika katastrofa,2017-06-02,Flood,"Severe Storms, Tornadoes, Straight-Line Winds And Flooding",1,0,1,1,2017-04-28,2017-05-11,Dent County,Dent (County),17047,7324,6
Alaska,Velika katastrofa,1974-06-24,Freezing,Freeze In Spawning Areas Of Red Salmon,0,1,0,0,1974-06-24,1974-06-24,Alaska,Tanana (ANV/ANVSA),74045,927,5
Utah,Velika katastrofa,2011-08-08,Flood,Flooding,0,0,1,1,2011-04-18,2011-07-16,Beaver County (Utah),Beaver (County),11177,140,20
Wisconsin,Velika katastrofa,1992-09-30,Flood,Severe Storms & Flooding,0,1,1,0,1992-09-14,1992-09-24,Juneau County,Juneau (County),92046,4199,8
Utah,Velika katastrofa,2005-08-01,Flood,Flooding And Landslides,0,0,1,1,2005-04-28,2005-06-29,Iron County (Utah),Iron (County),5049,3986,15
West Virginia,Velika katastrofa,2016-06-25,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",1,0,1,1,2016-06-22,2016-06-29,Fayette County (West Virginia),Fayette (County),16054,8639,1
Louisiana,Velika katastrofa,2002-09-27,Hurricane,Tropical Storm Isidore,0,0,1,1,2002-09-21,2002-10-01,St. James Parish,St. James (Parish),2136,377,12
Kentucky,Velika katastrofa,2009-05-29,Severe Storm,"Severe Storms, Tornadoes, Flooding And Mudslides",1,0,1,1,2009-05-03,2009-05-20,Pike County (Kentucky),Pike (County),9066,2953,6
Minnesota,Velika katastrofa,2016-11-02,Flood,Severe Storms And Flooding,0,0,1,1,2016-09-21,2016-09-24,Houston County (Minnesota),Houston (County),16111,5736,20
Missouri,Velika katastrofa,2016-01-21,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2015-12-23,2016-01-09,Bollinger County,Bollinger (County),16005,1212,13
Tennessee,Velika katastrofa,2014-08-13,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2014-06-05,2014-06-10,Houston County (Tennessee),Houston (County),14060,8237,16
Missouri,Upravljanje hitnim situacijama,2016-01-02,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,0,2015-12-22,2016-01-09,Polk County (Missouri),Polk (County),16001,8558,14
Massachusetts,Velika katastrofa,2001-04-10,Severe Storm,Severe Storms And Flooding,0,1,0,0,2001-03-05,2001-04-16,Suffolk County (Massachusetts),Suffolk (County),1032,6371,22
New York,Velika katastrofa,2004-10-01,Severe Storm,Severe Storms And Flooding,1,1,0,1,2004-08-13,2004-09-16,Wayne County (New York),Wayne (County),4126,9645,2
Illinois,Velika katastrofa,2007-02-09,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2006-11-30,2006-12-01,Bond County,Bond (County),7790,966,12
Indiana,Upravljanje hitnim situacijama,1999-01-15,Snowstorm,In-Winter Storm 12/23/98,0,0,1,0,1999-01-01,1999-01-15,Jasper County (Indiana),Jasper (County),99007,2810,17
Mississippi,Velika katastrofa,1990-02-28,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1990-01-24,1990-03-15,Amite County,Amite (County),90011,8095,1
New York,Velika katastrofa,1998-01-06,Snowstorm,Severe Storms And Flooding,0,1,1,0,1998-01-05,1998-01-17,Franklin County (New York),Franklin (County),98009,875,20
Washington,Upravljanje hitnim situacijama,2014-07-23,Fire,Wildfires,0,0,1,0,2014-07-09,2014-08-05,Okanogan County,Okanogan (County),14055,3208,4
Virginia,Upravljanje hitnim situacijama,2012-10-29,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-26,2012-11-01,Bland County,Bland (County),12112,7380,13
Puerto Rico,Upravljanje hitnim situacijama,1974-08-29,Drought,Impact Of Drought,0,0,1,0,1974-08-29,1974-08-29,Comerio Municipio,Comerio (Municipio),75018,7637,8
Kentucky,Velika katastrofa,1970-06-05,Flood,Severe Storms & Flooding,0,1,1,0,1970-06-05,1970-06-05,Harlan County (Kentucky),Harlan (County),70015,2326,9
Minnesota,Velika katastrofa,1997-04-08,Flood,"Severe Flooding, High Winds,Severe Storms",0,1,1,0,1997-03-21,1997-05-24,Mahnomen County,Mahnomen (County),97051,356,3
Kansas,Velika katastrofa,1984-06-22,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,0,1,0,1984-06-07,1984-06-09,Atchison County (Kansas),Atchison (County),84047,7044,1
New Hampshire,Upravljanje hitnim situacijama,2011-11-01,Severe Storm,Severe Storm,0,0,1,0,2011-10-29,2011-10-30,Grafton County,Grafton (County),11257,6511,9
Oklahoma,Velika katastrofa,2010-02-25,Severe Storm,Severe Winter Storm,0,0,1,1,2009-12-24,2009-12-25,Muskogee County,Muskogee (County),10008,4598,8
Alabama,Velika katastrofa,2005-08-29,Hurricane,Hurricane Katrina,0,0,1,1,2005-08-29,2005-09-26,Cullman County,Cullman (County),5085,8066,8
Missouri,Velika katastrofa,2002-05-06,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,0,1,0,2002-04-24,2002-06-10,Phelps County (Missouri),Phelps (County),2033,9053,3
Ohio,Velika katastrofa,2005-02-15,Severe Storm,"Severe Winter Storms, Flooding, And Mudslides",0,0,1,1,2004-12-22,2005-02-01,Marion County (Ohio),Marion (County),5018,2718,7
New York,Velika katastrofa,1973-03-21,Flood,"High Winds, Wave Action & Flooding",0,1,1,0,1973-03-21,1973-03-21,Genesee County (New York),Genesee (County),73018,3421,21
Georgia,Velika katastrofa,2017-09-15,Hurricane,Hurricane Irma,0,0,1,1,2017-09-07,2017-09-20,Newton County (Georgia),Newton (County),17110,2911,8
Washington,Upravljanje hitnim situacijama,2005-09-07,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Franklin County (Washington),Franklin (County),5102,7166,11
California,Velika katastrofa,1986-02-21,Flood,Severe Storms & Flooding,0,1,1,0,1986-02-12,1986-03-10,Yolo County,Yolo (County),86003,5862,12
Michigan,Velika katastrofa,1976-03-19,Severe Storm,"Severe Storms, Tornadoes, Icing & Flooding",0,1,1,0,1976-03-19,1976-03-19,Roscommon County,Roscommon (County),76034,5931,12
Nebraska,Velika katastrofa,2006-01-26,Severe Storm,Severe Winter Storm,0,0,1,1,2005-11-27,2005-11-28,Nance County,Nance (County),5165,4564,17
Wisconsin,Velika katastrofa,2001-05-11,Flood,"Flooding, Severe Storms And Tornadoes",0,1,1,0,2001-04-10,2001-07-06,Vernon County (Wisconsin),Vernon (County),1046,3911,5
Arkansas,Velika katastrofa,2000-12-29,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2000-12-12,2001-01-08,Conway County,Conway (County),181,6506,14
Kentucky,Velika katastrofa,2009-08-14,Severe Storm,"Severe Storms, Straight-Line Winds And Flooding",1,0,1,1,2009-08-04,2009-08-04,Jefferson County (Kentucky),Jefferson (County),9089,2943,8
Missouri,Velika katastrofa,2019-07-09,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2019-04-29,2019-07-05,Scotland County (Missouri),Scotland (County),19045,9331,2
